squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom
18220,91,0,1,,50508,,4,2013,0,2604,5842,838,1,2
39342,7,1,1,,88712,,7,1994,1,1003,2398,385,1,2
66570,59,0,0,,85412,,10,2008,1,2628,7837,754,1,6
34592,100,0,1,,63748,,7,1994,0,7356,2228,264,1,5
38700,25,1,1,,101,,7,1996,1,5100,5564,956,1,8
32060,25,0,1,,43201,,9,2017,1,9618,9072,814,0,8
8305,86,0,0,,36778,,9,2001,1,1648,3165,766,0,4
40080,50,0,0,,11062,,8,2018,0,5973,2871,484,0,0
89335,66,1,1,,25219,,2,2004,1,9808,4039,425,0,8
78546,92,0,1,,52906,,6,1991,1,978,3244,530,1,4
50066,63,0,1,,81340,,5,1998,1,8716,6542,465,0,1
37008,61,1,1,,13250,,3,2013,0,309,5249,463,0,7
32876,98,1,1,,48832,,9,2008,1,3289,8595,121,0,8
98266,14,1,1,,27552,,10,1990,1,6293,8164,1000,0,9
53665,66,1,1,,16527,,3,2002,0,1788,6553,204,1,8
33469,98,1,1,,29874,,7,2016,0,6871,4561,293,0,8
42578,49,1,1,,3339,,8,2013,0,6690,3789,964,1,6
64329,25,1,0,,54901,,5,2019,1,7313,2455,634,1,5
29512,96,0,1,,49748,,8,2012,1,6556,9398,170,0,9
241,78,0,1,,86182,,6,2013,1,4070,7336,962,0,7
32709,47,1,1,,86465,,3,2006,1,2548,2351,162,0,5
29271,70,0,1,,33402,,3,2021,1,3470,5717,429,0,6
15542,19,0,0,,48610,,7,1996,0,563,6368,615,0,5
94951,52,0,1,,45083,,4,2014,1,4121,3981,261,1,3
12296,54,1,0,,44308,,10,2008,1,1449,8183,127,1,0
42390,17,0,0,,16776,,1,2001,0,7796,7032,462,1,0
2157,22,0,0,,68218,,4,2021,0,5209,2362,799,0,9
70576,66,1,0,,75420,,7,2013,0,6411,6596,684,1,9
22232,24,0,1,,20211,,9,2005,1,135,1819,882,1,8
31368,78,1,0,,96715,,5,2007,1,6510,4644,682,1,0
2713,76,0,0,,66674,,5,2000,1,3827,3127,880,1,1
40939,60,1,0,,67333,,7,2017,1,9386,4038,956,0,8
84892,59,0,0,,1488,,10,2007,1,271,6059,556,1,3
43332,60,0,1,,16226,,5,2002,1,9557,9617,321,0,4
39445,100,0,0,,31733,,5,1990,1,1391,4942,992,0,10
82032,78,1,0,,11922,,10,2004,0,6972,9105,883,1,8
813,45,0,1,,52891,,2,1998,0,4226,1272,633,0,7
43432,44,0,1,,780,,4,2010,0,2077,3329,377,0,6
80988,34,0,1,,56385,,10,2015,1,8135,7450,321,1,10
99444,68,1,0,,93693,,4,2021,0,5643,4783,834,0,5
37618,57,0,0,,59333,,3,2008,1,3892,7379,638,1,9
63973,18,1,0,,40739,,10,2002,1,6770,339,937,1,10
99107,54,0,1,,88495,,4,2018,1,5522,7622,194,1,3
71519,12,0,1,,24484,,8,2012,0,9982,6232,800,1,2
91841,77,0,0,,19103,,2,2011,1,8782,3254,955,0,0
28467,98,1,1,,90596,,6,2019,0,4314,9569,658,1,10
77075,52,1,0,,13884,,10,2002,1,1768,9928,430,0,4
91776,26,0,0,,92099,,1,2001,1,1303,4952,712,1,4
69948,45,1,1,,38826,,3,2017,0,5632,6000,301,0,3
68593,3,1,1,,78866,,3,2021,1,5603,9225,540,1,7
56774,50,1,0,,45524,,4,1995,0,5989,186,469,0,3
84577,63,0,1,,43522,,7,1991,0,9411,4095,400,0,0
78835,77,0,0,,40276,,6,2002,1,1071,6437,771,0,1
59073,82,0,1,,50312,,5,2003,0,8036,9658,303,1,2
6704,83,1,1,,94479,,10,2012,1,7171,3023,822,1,1
20968,48,1,0,,39273,,6,1992,0,3747,1117,656,1,6
64244,20,1,0,,89404,,9,2021,1,5461,798,426,0,6
54133,1,0,1,,49508,,3,1993,0,2192,4801,195,0,2
90842,60,1,1,,25975,,6,1995,0,3501,8720,152,0,5
51780,83,0,0,,3391,,8,2021,0,540,4699,879,0,4
38722,91,1,0,,20239,,5,2008,0,4316,6127,738,0,2
51127,85,1,0,,53060,,2,1996,0,391,4578,127,0,5
31802,100,0,0,,6094,,3,1990,1,3049,6665,476,1,10
26770,8,1,1,,79970,,8,2016,0,6924,6367,940,1,2
63839,58,1,1,,92707,,6,2019,1,6200,882,302,0,6
56181,76,0,1,,27961,,4,1996,0,4581,8060,953,0,7
91757,82,0,0,,92525,,4,2012,1,5258,1106,628,0,6
54200,51,0,0,,34559,,5,2010,1,9853,858,869,0,3
29788,61,0,0,,65901,,3,2011,1,6551,5740,782,0,1
29180,7,1,0,,71840,,8,1999,0,3218,2990,753,1,10
30630,62,0,1,,24522,,5,1996,0,2190,295,965,1,4
81114,23,0,1,,34182,,2,2007,0,1629,8207,813,0,9
96016,48,0,1,,76744,,4,1998,1,269,1613,300,1,1
8977,53,0,1,,91218,,3,2014,0,5865,7112,250,1,5
92508,60,0,0,,67387,,7,2006,1,1551,4343,271,1,4
38804,18,1,0,,39560,,2,2000,0,5441,2726,925,0,1
34830,92,1,0,,74921,,4,2003,0,3930,3923,833,1,2
48540,42,0,0,,98742,,5,2016,1,5751,8410,489,1,4
25680,51,1,0,,39163,,8,2009,1,8681,5729,829,1,2
73224,66,0,0,,2142,,3,2021,1,7771,4695,941,0,3
29589,45,1,1,,83674,,1,2006,0,3703,2398,130,0,1
96469,21,1,0,,7761,,9,1994,0,7532,2509,416,0,8
35039,19,0,1,,4336,,2,1994,1,2052,9163,979,1,3
99592,47,1,0,,41554,,5,1997,1,9635,3509,360,1,3
70433,41,1,0,,59694,,8,2018,0,3499,6731,160,0,4
73644,18,0,0,,87197,,4,1998,0,4485,5615,345,0,4
77211,47,0,1,,2192,,9,2006,1,5620,7860,554,1,4
36429,8,0,1,,15705,,7,2019,0,9275,4841,152,0,0
90334,44,1,0,,81833,,1,1990,1,2390,828,413,1,4
51993,59,1,1,,34373,,10,2013,1,7531,6585,891,0,6
44476,27,0,1,,14585,,10,2013,0,9906,3023,101,0,2
31661,52,0,0,,95986,,5,2020,1,7968,5941,249,1,8
68275,93,0,1,,82905,,6,2020,0,3586,6606,104,1,6
85429,60,1,1,,75588,,6,2016,1,1421,6473,405,0,8
90162,71,1,1,,52536,,4,1992,0,2569,2826,909,1,1
81619,82,1,1,,53446,,5,2014,1,1562,6165,478,0,10
65324,7,0,1,,53047,,6,2009,0,9016,2528,549,0,7
4368,85,0,1,,46782,,8,2021,0,4055,1482,713,1,6
24525,35,0,1,,78932,,8,2009,0,154,530,445,0,6
20949,5,1,1,,26964,,8,2013,0,3137,6117,747,0,10
23609,14,0,0,,24913,,8,2017,1,6808,1942,468,0,3
68084,35,0,0,,40586,,3,2009,1,9896,7245,158,0,9
73406,72,1,0,,77874,,6,2007,1,6128,116,915,0,2
50638,65,1,0,,62598,,5,2016,0,4071,2714,916,1,6
5457,32,0,0,,5443,,6,1992,1,4286,3897,215,1,2
73337,30,0,1,,90306,,3,2005,0,9487,5697,949,0,5
95339,87,0,0,,70589,,4,2003,0,4878,4810,142,1,3
63237,8,1,0,,23635,,9,2009,1,6344,7812,197,0,5
30831,27,0,0,,37790,,10,1998,1,173,6677,966,1,8
57897,21,1,0,,98705,,3,1993,0,3678,5344,910,0,6
87418,73,0,0,,26313,,1,1995,1,8759,196,203,1,10
20640,17,0,0,,21471,,9,2015,0,5011,9512,736,1,0
35634,77,0,1,,21065,,4,1998,1,8120,9651,462,0,1
87156,49,1,0,,94383,,2,2019,1,5224,968,798,0,9
80556,1,0,1,,3902,,6,1991,0,9757,6059,650,1,7
70942,36,1,1,,34429,,9,2019,1,7964,2118,265,0,3
38688,76,1,0,,73628,,7,2012,1,5616,6072,155,0,2
83937,30,0,0,,50195,,8,2012,0,7175,6014,933,0,1
92655,54,0,0,,12209,,4,1996,0,4932,4411,765,1,4
35110,28,1,1,,7687,,8,1995,1,9928,699,439,0,0
61208,51,1,0,,86241,,6,2021,1,4494,71,112,1,10
47781,49,0,0,,16377,,8,1993,1,6426,3436,993,1,4
23737,25,1,1,,58841,,6,2003,0,4514,5604,997,0,0
83460,34,0,0,,23734,,5,2017,1,3231,1741,841,1,10
55736,64,1,1,,59881,,5,2017,1,5234,5172,672,0,2
15429,27,1,1,,73305,,5,1991,0,1436,7852,164,0,0
74290,38,1,0,,52850,,6,2006,0,6893,6800,624,0,10
85256,68,0,0,,56640,,1,2019,0,2638,7455,403,1,0
9380,11,1,0,,52987,,4,2013,0,691,8302,754,0,1
13414,59,1,1,,81829,,6,2014,1,6223,571,477,0,5
91716,7,1,1,,69278,,5,2006,0,9715,8665,352,1,4
95828,54,1,0,,76615,,10,1994,1,1745,5190,269,1,4
98478,7,0,1,,44583,,7,2007,0,3514,3090,867,0,2
70874,99,1,1,,11943,,7,2011,0,6049,3511,428,0,2
78217,78,0,0,,34686,,1,2003,0,7391,1085,907,0,2
81101,65,0,1,,46040,,4,2017,1,5698,1807,233,1,4
46883,49,0,0,,80204,,2,2009,1,9286,4266,845,1,3
69319,38,0,0,,39675,,1,2019,0,1787,1635,731,0,8
95288,45,1,1,,81916,,1,2010,1,3179,1201,520,1,2
50589,75,0,0,,82206,,3,2008,1,3824,8806,185,0,9
65155,69,1,0,,26367,,4,1994,1,4546,1801,654,0,3
6049,99,0,0,,21569,,7,2000,1,3872,4019,944,0,8
25386,30,1,0,,96357,,10,2001,0,5449,3239,343,1,8
1270,53,0,0,,78847,,8,1991,1,6093,4476,618,0,6
88561,37,1,0,,11254,,4,1994,0,4582,9155,726,1,1
71676,13,1,1,,34,,7,2009,0,1318,544,283,1,6
82016,15,0,0,,96050,,4,2014,1,839,3501,680,0,9
21698,75,1,1,,79997,,1,2001,1,518,7075,331,0,2
476,14,0,1,,24467,,4,2019,1,6630,6204,880,1,6
16114,98,1,1,,32522,,2,2020,1,3474,1546,460,1,1
55707,7,0,0,,55496,,7,2014,1,9279,1236,417,1,3
53633,48,1,0,,58011,,3,2010,0,6352,4931,774,0,6
29578,2,0,0,,71220,,4,2003,1,9253,949,489,0,9
51757,95,0,1,,1745,,6,2009,1,9496,8665,943,1,6
80386,41,1,1,,46734,,10,1994,1,9196,7861,521,0,3
60136,32,0,1,,20364,,3,1995,0,8341,4965,152,1,4
15850,99,0,1,,87877,,3,2010,0,5326,8976,501,0,1
29362,2,0,1,,7356,,1,2000,1,1979,5794,424,1,9
60366,51,0,1,,88209,,9,2005,1,8647,6470,687,0,2
9167,32,1,0,,85421,,3,1994,1,6444,8319,219,1,7
18586,93,0,1,,30288,,5,1997,0,7588,3667,324,1,8
69443,27,0,1,,60701,,7,1993,0,7624,1278,294,1,1
21015,37,1,0,,43938,,6,1993,0,2865,4679,527,0,9
79337,83,0,0,,55727,,9,2016,0,9559,9783,918,1,5
84947,54,0,0,,53510,,7,2014,1,1588,6315,675,1,1
99665,16,1,1,,17077,,9,1990,1,136,5779,392,1,9
25493,31,0,0,,43440,,4,2017,1,6999,2669,187,1,3
50580,57,1,1,,7583,,4,2008,0,1593,7912,678,1,1
71040,40,0,1,,27973,,3,2015,1,6467,6178,644,0,6
63320,3,1,1,,13015,,2,1993,1,4182,5340,126,0,8
50465,68,0,1,,56602,,6,1994,1,3513,3635,401,1,3
65919,40,1,0,,30941,,4,2013,1,8500,2426,707,1,1
76489,43,0,1,,44513,,7,1992,0,2458,5949,601,1,8
50093,89,0,1,,46453,,1,2009,1,6873,7662,536,0,10
50118,80,1,0,,39767,,1,1998,1,7483,8194,687,0,0
25309,28,1,0,,64682,,6,2012,0,923,821,358,0,9
98191,17,1,0,,90287,,5,2020,1,6782,4950,660,0,4
1607,10,1,0,,50693,,6,2004,0,8175,3264,923,1,9
4410,37,1,0,,84761,,5,2004,0,9410,5772,326,1,7
2374,41,1,1,,46686,,3,2018,1,6959,1546,804,1,5
94990,23,0,1,,26015,,2,2018,0,2531,8669,725,0,9
18281,9,1,0,,89508,,3,2016,1,9815,140,343,0,4
64879,80,0,1,,40356,,4,2021,1,5685,6810,914,1,1
54812,88,0,0,,48822,,7,1990,0,8509,8693,823,0,7
605,29,1,1,,47766,,2,2005,0,2938,7209,656,0,2
27253,19,1,0,,17039,,5,2010,0,9476,7523,464,1,1
17357,42,0,0,,39233,,5,1998,0,5688,9409,221,0,4
54097,26,0,0,,42242,,9,2016,1,6986,8792,181,0,5
95281,22,1,0,,17132,,10,1990,1,5252,4489,537,0,1
69440,90,0,1,,59457,,9,2004,0,3678,1227,520,0,2
44395,1,1,0,,15234,,5,2012,0,8789,9504,685,1,3
48270,60,1,1,,81900,,10,2010,0,6828,3382,935,0,6
30572,24,0,0,,32061,,9,2008,0,171,2208,401,1,2
63719,35,0,1,,12297,,1,1992,0,2342,121,794,1,0
45827,61,1,1,,26520,,7,2006,0,2199,5768,240,1,6
70488,61,1,0,,67659,,7,2020,1,7391,5950,345,0,10
79822,67,1,0,,76857,,5,2003,1,5413,615,706,1,2
27171,63,1,0,,64977,,7,1997,0,1981,546,681,1,9
58330,58,1,1,,26565,,7,1992,0,473,781,186,1,10
87826,10,1,0,,95822,,8,1997,0,5553,9640,711,1,2
49389,13,0,0,,64991,,1,1993,1,8664,1479,646,1,6
56931,60,1,0,,8545,,7,1994,0,3285,9889,905,1,5
66503,73,1,1,,15190,,2,1990,1,6051,5240,137,0,1
88112,77,0,0,,6319,,3,2021,1,9760,6910,882,0,6
43587,83,0,0,,7076,,9,2005,0,8824,818,591,1,3
86152,44,0,0,,74404,,3,1992,0,8176,5399,500,0,1
81573,98,1,0,,30003,,1,1992,0,808,9366,749,0,10
72599,43,0,1,,29526,,3,2007,0,4841,6701,315,1,0
43876,42,0,0,,78995,,7,1993,0,1242,9300,496,1,3
10040,100,1,1,,88378,,3,1994,1,6306,9604,396,0,8
40177,38,0,0,,47156,,6,1991,0,5711,9268,172,1,10
21703,86,1,1,,82410,,4,2019,1,843,8090,802,0,6
57236,87,0,1,,11180,,4,2020,0,7873,4091,146,1,1
17863,1,1,1,,7350,,8,2009,0,7268,797,774,1,5
85272,89,1,0,,1813,,9,2005,1,7286,9107,359,1,3
91931,38,1,0,,61701,,8,2016,1,3013,28,139,0,4
29411,26,1,0,,64099,,9,2017,1,1681,8610,181,1,1
37163,4,0,0,,19102,,5,2014,1,9497,799,136,0,1
26440,41,0,1,,94901,,7,2016,0,5613,1327,132,0,5
9868,89,0,0,,27902,,1,2003,1,4813,7765,549,0,3
55250,31,1,1,,43094,,3,1995,1,9389,8427,568,0,4
1121,9,1,1,,18753,,1,1990,0,2530,93,389,1,8
26528,31,1,0,,78028,,5,2012,0,190,1931,788,1,2
18362,100,1,0,,86705,,4,2019,0,5521,1537,241,1,6
40581,99,1,1,,48665,,7,2008,0,5782,1627,428,0,10
89084,34,1,0,,56568,,5,2010,0,4675,5204,570,1,1
90643,77,1,0,,46178,,7,2012,0,4659,149,780,0,1
70868,70,1,1,,12324,,8,2005,1,821,8503,348,0,1
17252,90,0,0,,58659,,9,2000,1,3183,1757,357,0,10
45647,17,1,1,,31458,,4,2019,1,3554,9429,713,0,6
64654,34,1,0,,12031,,5,1992,0,4245,6313,563,0,3
87668,58,0,0,,18473,,7,2017,0,9625,7161,590,1,6
97688,60,0,1,,42775,,9,1990,0,8847,4009,158,1,0
5468,75,1,0,,10625,,7,2002,0,375,6527,976,1,9
63509,72,0,0,,77958,,1,2006,1,6679,3062,591,0,0
98262,60,0,0,,79444,,9,2001,0,1889,9650,660,1,0
67735,36,0,1,,79577,,5,2020,1,3289,3015,113,0,2
19728,97,1,0,,49642,,8,2018,1,4778,5706,289,1,2
39191,71,0,0,,29174,,9,2011,0,142,121,633,1,10
34585,34,0,1,,41029,,2,2018,0,9137,9141,675,1,6
56666,13,0,0,,80634,,9,2000,1,6911,7146,543,1,9
4920,96,1,1,,72459,,9,1993,1,681,8825,598,0,2
23043,69,0,0,,20666,,10,2007,1,9610,4996,971,0,10
86042,64,1,1,,66703,,3,2010,0,438,1066,466,0,8
84978,63,1,1,,50078,,10,1990,0,9649,8176,212,0,9
66940,95,0,1,,77329,,7,2016,0,691,803,118,1,7
69592,68,1,0,,94229,,8,2000,1,6283,7414,811,0,7
46558,52,0,1,,59297,,5,2009,1,3828,8690,102,0,10
30925,18,1,1,,91239,,4,2016,1,747,8698,218,0,3
39975,97,0,0,,86063,,8,2016,0,2361,3900,452,0,8
8808,9,1,1,,13333,,9,2014,0,7170,1020,397,1,7
7131,88,1,1,,22245,,10,2005,0,231,7750,120,1,4
49063,35,0,0,,53623,,5,1991,0,9416,7968,972,0,7
79093,89,1,1,,31911,,9,2014,0,2848,6813,533,0,9
95157,76,0,1,,13430,,2,2002,1,8416,2820,798,1,6
43412,3,1,1,,42196,,5,2010,1,911,3354,936,1,3
23127,72,1,1,,75970,,4,1995,1,7989,4396,237,0,8
63397,52,1,1,,54284,,8,2003,1,9719,1441,360,0,3
6078,67,0,1,,19159,,6,2004,0,2248,6723,161,1,0
70367,63,1,0,,82251,,1,2015,1,8131,2786,635,1,0
31471,3,0,0,,90619,,3,2020,1,6093,5977,687,1,5
84503,53,1,1,,75818,,6,2004,1,1017,9932,332,0,4
25661,18,0,0,,37780,,6,2004,1,1752,1062,240,1,2
65823,2,0,1,,30868,,3,1999,0,5338,3077,655,1,10
40351,20,0,0,,39793,,7,2006,1,2129,765,732,1,5
65816,36,0,1,,48668,,6,1999,1,510,1702,523,1,6
9897,83,1,0,,55819,,7,1997,1,4632,3724,373,1,3
74556,36,1,0,,19713,,5,2021,0,8074,2048,729,1,0
77324,66,0,1,,49817,,1,2000,1,2278,126,726,1,0
19054,27,1,1,,59992,,10,2017,0,9531,8510,968,0,3
19467,61,0,0,,64898,,10,1995,0,7723,6060,425,1,2
23917,57,0,0,,79479,,2,1992,0,7268,1683,272,1,6
27581,56,0,0,,43343,,2,2008,0,131,2535,271,0,9
7021,94,1,0,,29269,,9,1998,1,8494,6333,431,1,1
86898,10,1,1,,81981,,5,2007,1,2837,1571,633,0,5
35752,37,1,1,,40954,,9,2004,0,4770,7965,593,0,5
80254,5,0,0,,14987,,1,2004,0,4601,2359,312,1,4
43729,50,1,1,,86433,,4,1990,0,6886,3231,213,0,3
14296,27,1,1,,42471,,2,1991,0,1023,85,690,1,10
60263,14,0,0,,71839,,5,2002,0,4041,3152,955,0,6
56348,39,1,1,,74517,,6,1993,0,7815,8344,100,0,4
20462,4,0,1,,61133,,3,1999,0,7946,6870,725,0,9
35966,4,0,1,,51110,,8,2009,0,9879,1244,276,0,3
23790,55,1,1,,90089,,9,1997,1,113,3842,725,0,6
62563,35,1,1,,37064,,6,1994,0,6669,3384,351,1,7
74693,98,1,0,,69975,,3,1997,0,5655,5743,386,1,8
69815,68,1,0,,33939,,3,2001,1,4764,3233,382,1,8
31372,70,0,1,,45055,,6,2000,0,9133,223,952,0,1
47377,91,1,1,,93863,,4,2015,0,6751,7894,158,1,4
21748,5,0,1,,75041,,6,1991,0,6703,5408,812,0,10
74938,28,0,0,,57629,,10,2020,1,23,7515,670,0,6
84747,97,0,1,,50495,,7,2014,0,7441,7366,404,0,7
52843,75,1,1,,53689,,7,2004,1,5877,1381,358,1,3
94638,50,0,0,,80383,,10,2014,0,8047,7968,870,1,10
57035,7,0,1,,19018,,2,1998,1,21,9711,657,1,7
10031,44,1,0,,46452,,10,2004,0,3770,6933,576,0,0
87362,50,0,1,,87149,,3,1995,0,3967,1233,268,0,7
50571,39,1,1,,80108,,10,1998,0,4018,3591,631,1,0
69918,32,1,0,,43369,,5,2005,1,2569,9077,758,1,2
42217,74,1,1,,58719,,7,2009,1,752,2812,710,0,5
76907,10,0,1,,41867,,10,1997,1,8945,1203,142,1,10
15500,92,0,1,,81088,,7,2020,0,9577,8084,255,0,7
53304,47,1,0,,78668,,3,2012,1,3069,4872,541,0,2
1973,1,1,0,,19624,,9,2000,1,2316,2875,932,0,9
91112,51,1,1,,59209,,2,1991,1,7857,2079,948,0,1
76204,60,1,1,,37849,,5,1990,1,3727,901,540,1,7
97471,74,1,0,,32462,,7,2013,1,7429,7552,629,0,6
88887,9,1,1,,43521,,7,1995,0,9176,7863,956,1,7
38490,14,1,0,,11235,,3,2017,0,9018,3808,825,0,3
72450,63,1,0,,15715,,10,2008,1,4116,481,787,0,9
88367,5,0,0,,36833,,1,2018,0,8489,8246,430,0,7
30782,99,1,0,,64577,,5,2020,0,9701,2104,783,0,9
5033,58,0,1,,57432,,6,1991,0,749,123,279,1,8
26519,33,1,1,,19068,,1,2014,0,4604,4404,651,1,1
65934,29,1,0,,98414,,7,2007,1,7680,5657,721,1,0
98106,98,0,0,,47065,,6,1992,0,8617,2299,616,0,1
6577,9,0,1,,82346,,7,2006,0,9468,4696,604,0,4
18250,16,0,0,,7383,,10,2011,0,7751,6127,565,1,2
40783,48,0,1,,81432,,8,1992,1,9162,9271,838,0,10
33156,15,0,1,,52491,,3,1994,1,2108,4092,696,0,3
47523,89,0,0,,48868,,3,2006,1,526,9988,142,0,10
79604,30,0,1,,23402,,3,2016,1,9575,2906,909,0,2
95762,64,1,0,,24349,,10,2004,1,5198,6277,882,1,2
31317,91,1,1,,86804,,2,1995,1,2463,3454,543,1,5
788,53,0,0,,24590,,4,2014,0,8046,3187,973,1,8
41188,30,1,0,,20895,,9,2012,1,33,7475,361,1,1
62282,35,0,0,,12448,,1,2010,0,80,5415,139,1,10
45979,46,0,1,,78140,,5,2004,1,7620,4487,571,0,6
35828,77,0,0,,85172,,6,1998,0,795,4716,811,1,1
84540,21,0,0,,38246,,3,2007,1,5869,6101,145,0,2
70288,78,1,0,,15319,,9,2011,1,1864,4125,706,1,7
44681,63,1,1,,80786,,7,1995,0,9413,3951,537,0,1
8856,96,1,1,,77863,,7,1996,1,4044,4557,770,1,3
45730,11,0,1,,22913,,9,1998,1,1919,9706,116,0,10
59478,22,0,0,,93765,,8,1992,0,3355,2456,253,1,8
31692,7,1,0,,37726,,4,2007,0,1694,20,489,0,2
58737,66,1,1,,60814,,3,2014,1,8827,7728,224,1,0
32100,79,0,1,,34468,,5,2017,0,1482,9856,932,0,6
67663,1,1,0,,17835,,10,2014,1,7856,4653,725,1,2
59810,64,0,1,,25278,,10,2016,1,5202,8160,445,0,1
86186,85,0,0,,58102,,8,2010,1,2790,2939,539,1,6
38030,53,0,0,,13524,,2,1990,1,7981,841,564,0,2
48331,2,1,1,,1284,,8,2019,1,2820,3403,112,0,9
27856,34,0,1,,93709,,1,2016,0,7117,6509,194,0,9
70976,84,1,0,,79617,,7,2018,0,9962,8030,544,1,4
90180,91,1,0,,1400,,5,2014,0,9500,2033,800,0,8
54646,10,1,0,,12446,,4,2017,1,4716,7795,383,0,10
42024,72,0,1,,22621,,10,2003,1,4645,9349,430,1,9
8969,72,1,1,,69766,,3,2013,0,781,7703,627,1,9
38926,58,1,1,,41410,,2,2007,1,5001,1326,729,0,6
80419,55,0,0,,72171,,5,1998,1,1333,1081,465,1,3
5585,61,1,1,,89016,,10,2019,1,6421,3418,926,0,5
91651,97,1,0,,28499,,8,2016,0,9071,9895,175,1,9
5443,17,0,1,,35512,,7,2000,0,7932,4945,716,1,3
15355,1,1,1,,10908,,4,1992,1,6587,200,551,1,10
6963,11,0,1,,54919,,1,1995,0,2829,230,589,0,2
77261,32,0,0,,67401,,6,1997,1,5565,2696,640,1,5
26694,68,0,0,,75658,,2,1994,0,7808,1266,852,0,4
79744,36,1,0,,92605,,8,2012,1,1480,4074,108,1,0
32084,20,1,0,,72927,,8,2015,0,2309,4071,851,1,10
93703,46,1,0,,33926,,1,2018,1,9314,6659,546,1,6
78984,62,1,1,,57806,,9,2014,1,1199,9487,165,1,2
369,25,0,0,,58183,,10,2003,0,9608,4027,419,1,7
10697,16,0,0,,41131,,8,2009,1,1114,4627,256,1,7
13349,65,0,1,,3147,,3,2004,0,6039,7110,602,1,4
25791,74,0,1,,65096,,10,2015,1,716,4892,302,0,5
96687,11,1,0,,31414,,6,2016,0,9115,9092,806,1,5
41083,69,1,0,,90286,,6,2017,0,4279,1984,683,0,10
63078,38,1,1,,74374,,1,2005,0,5369,2732,769,1,2
33935,12,0,0,,30349,,4,2015,1,7274,2699,626,0,0
30104,88,0,0,,120,,7,1996,1,3551,4051,577,1,5
44414,70,0,0,,54108,,1,2003,0,8675,4871,933,1,0
95116,9,1,0,,92387,,8,2000,0,4404,1523,436,1,3
16996,89,1,0,,56372,,2,2005,0,7922,3316,956,1,8
15290,77,0,0,,58566,,3,2009,1,4588,9960,218,1,8
57562,87,0,0,,80004,,5,2018,0,6694,7664,388,0,9
22786,23,0,0,,51461,,5,1991,1,1188,7958,107,1,6
84540,46,1,0,,296,,8,1990,0,817,6063,635,0,4
41168,99,0,1,,53471,,6,1992,0,5717,1821,888,0,9
33622,77,0,1,,93239,,5,2014,0,8902,8490,340,0,1
66878,22,0,0,,3743,,5,2016,1,1400,8825,763,0,2
9815,96,1,1,,19588,,2,2010,1,6449,5162,201,0,6
81392,34,0,1,,91918,,8,2009,0,3061,6494,772,1,3
95375,30,1,1,,50519,,1,1998,1,927,2844,534,1,9
29917,70,1,1,,26297,,9,2011,1,1566,278,480,0,5
16336,76,0,1,,28105,,8,2008,0,9709,1219,415,0,1
90836,97,0,0,,53732,,2,2011,1,2770,8991,149,0,7
60244,35,1,1,,69892,,10,1995,0,1418,923,344,0,7
43030,81,1,1,,73973,,10,2010,1,1104,3332,978,1,10
5504,11,1,0,,13791,,4,1990,1,9447,4528,841,0,2
37620,55,0,0,,9302,,8,1994,1,8318,6950,160,1,8
6313,18,1,1,,27295,,6,2004,0,4979,3989,647,0,7
52251,53,0,1,,19714,,10,2005,1,5751,7522,969,1,8
75749,81,1,0,,62511,,3,2020,0,5132,1182,523,1,5
31113,93,1,1,,79608,,2,2020,1,891,7228,414,0,10
18972,70,1,0,,42286,,3,2010,1,8253,1477,618,0,4
28769,22,1,0,,17297,,10,2021,0,6686,5731,546,1,2
44539,24,0,0,,91046,,4,2007,1,3795,7571,595,0,2
17643,18,0,0,,34506,,8,2004,0,755,4070,966,1,8
52079,71,0,0,,77966,,10,1995,1,6737,2303,196,1,10
76906,77,0,1,,61028,,1,2019,0,8938,7135,668,0,5
88655,88,0,1,,96284,,9,2007,1,1193,7734,169,1,0
87554,16,1,1,,30135,,7,2010,0,8714,8017,636,1,8
7889,38,0,1,,59730,,7,2000,0,1939,119,743,1,0
33185,28,0,1,,37437,,8,1998,0,6398,2111,437,0,8
81860,68,1,0,,95833,,5,2000,1,5409,8288,870,1,7
16335,35,0,0,,14675,,6,2005,1,6086,787,385,1,2
23164,79,0,0,,59854,,10,1992,1,1132,4213,519,0,4
50839,93,0,0,,4337,,3,2009,1,4208,6421,726,0,9
17432,49,1,1,,81884,,6,1993,0,2250,7062,547,1,10
94930,27,0,0,,44331,,6,2001,0,9694,8469,669,0,8
47601,29,0,1,,16139,,5,2001,1,8925,1965,452,0,5
57143,81,0,0,,13745,,9,2001,1,7491,8572,866,0,8
90614,77,0,1,,95936,,6,2016,0,2528,7255,468,1,10
43245,83,0,0,,51501,,8,2003,1,9660,3499,210,0,10
96666,95,0,1,,25449,,4,2008,1,8123,5326,590,0,2
49608,59,0,1,,71685,,7,1992,1,2647,7510,580,1,10
15385,69,1,0,,98763,,2,2013,0,1661,5852,498,0,8
14973,91,1,0,,52038,,2,2018,1,7397,1255,301,1,4
82285,19,0,0,,73045,,5,2014,0,782,2211,372,0,8
89520,47,0,0,,68457,,3,2007,0,4587,7443,861,0,1
31454,12,0,0,,53771,,1,2012,1,9770,3474,327,0,0
63341,81,0,0,,45352,,6,1991,0,928,5891,725,0,5
91166,100,1,1,,89777,,6,1995,1,5368,4657,757,1,0
